City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Srednekolymsk,RU,2021-08-08 17:00:22,67.45,153.6833,49.15,73,6,2.59
296,Faanui,PF,2021-08-08 16:58:31,-16.4833,-151.75,78.85,74,41,13.31
297,Fortuna,US,2021-08-08 17:00:23,40.5982,-124.1573,63.86,96,90,1.01
298,Gladstone,AU,2021-08-08 16:55:26,-23.85,151.25,57.13,72,40,6.91
299,Rio Gallegos,AR,2021-08-08 17:00:24,-51.6226,-69.2181,44.06,63,36,24.2
300,Misawa,JP,2021-08-08 17:00:24,40.6836,141.3597,73.71,96,100,15.77
301,The Valley,AI,2021-08-08 17:00:25,18.217,-63.0578,86.83,77,10,18.1
302,Chicama,PE,2021-08-08 16:58:27,-7.8447,-79.1469,64.94,58,28,8.84
303,Marawi,PH,2021-08-08 17:00:26,7.9986,124.2928,66.65,94,100,2.89
304,Samarai,PG,2021-08-08 17:00:27,-10.6167,150.6667,77.85,79,99,16.84
305,Raga,SS,2021-08-08 17:00:27,8.4596,25.678,71.69,93,97,3.85
306,Carbonia,IT,2021-08-08 17:00:28,39.1672,8.5222,81.84,42,96,1.41
307,Pisco,PE,2021-08-08 17:00:29,-13.7,-76.2167,63.01,79,4,7.29
308,Gobabis,NA,2021-08-08 17:00:29,-22.45,18.9667,68.2,14,0,8.66
309,Bengkulu,ID,2021-08-08 16:55:31,-3.8004,102.2655,76.87,92,52,4.09
310,Kudahuvadhoo,MV,2021-08-08 17:00:30,2.6708,72.8944,83.84,73,100,13.38
311,Campo Maior,BR,2021-08-08 17:00:31,-4.8278,-42.1686,98.89,20,0,5.39
312,Valdivia,CL,2021-08-08 17:00:32,-39.8142,-73.2459,47.93,70,99,4.83
313,Coromandel,BR,2021-08-08 17:00:33,-18.4733,-47.2003,75.6,32,0,7.31
314,Velyka Pysarivka,UA,2021-08-08 17:00:33,50.4259,35.485,79.25,35,99,12.12
315,Motygino,RU,2021-08-08 16:57:59,58.1831,94.7592,59.92,78,46,1.95
316,Vyazemskiy,RU,2021-08-08 17:00:34,47.5378,134.7525,57.49,82,100,8.19
317,Kyren,RU,2021-08-08 16:58:24,51.6828,102.1408,54.9,82,1,1.95
318,Nha Trang,VN,2021-08-08 16:57:47,12.25,109.1833,86.0,85,99,4.56
319,College,US,2021-08-08 17:00:15,64.8569,-147.8028,58.59,89,100,3.44
320,Forestville,US,2021-08-08 17:00:35,38.8451,-76.875,89.28,56,1,1.01
321,Inirida,CO,2021-08-08 17:00:35,3.8653,-67.9239,75.45,95,97,4.72
322,Suntar,RU,2021-08-08 17:00:36,62.1444,117.6319,57.06,97,54,0.38
323,Namibe,AO,2021-08-08 16:53:39,-15.1961,12.1522,67.05,78,65,12.19
324,Kaeo,NZ,2021-08-08 17:00:37,-35.1,173.7833,43.32,94,97,14.14
325,Cabra,ES,2021-08-08 17:00:37,37.4725,-4.4421,94.44,23,0,3.0
326,Half Moon Bay,US,2021-08-08 17:00:38,37.4636,-122.4286,78.15,82,90,1.99
327,San Antonio,US,2021-08-08 16:57:46,29.4241,-98.4936,90.79,66,8,4.0
328,Avarua,CK,2021-08-08 16:56:12,-21.2078,-159.775,69.85,83,90,3.44
329,Norrtalje,SE,2021-08-08 17:00:39,59.758,18.705,66.29,94,100,3.94
330,San Buenaventura,MX,2021-08-08 17:00:39,27.0833,-101.5333,89.17,42,0,2.71
331,Vostochnyy,RU,2021-08-08 17:00:39,55.8167,37.8667,76.3,67,98,3.24
332,Belyy Yar,RU,2021-08-08 17:00:40,53.6039,91.3903,58.89,100,40,2.24
333,Provideniya,RU,2021-08-08 16:57:40,64.3833,-173.3,44.46,86,100,14.09
334,Gazli,UZ,2021-08-08 17:00:41,40.1333,63.45,94.03,13,0,13.67
335,Tura,IN,2021-08-08 17:00:41,25.5198,90.2201,75.58,97,87,6.53
336,Tokoroa,NZ,2021-08-08 17:00:41,-38.2333,175.8667,43.14,74,73,7.0
337,Tefe,BR,2021-08-08 17:00:20,-3.3542,-64.7114,95.07,39,12,2.66
338,Bhainsdehi,IN,2021-08-08 17:00:42,21.6467,77.6325,73.53,90,96,3.74
339,Ramsar,IR,2021-08-08 17:00:43,36.9226,50.6426,86.9,68,18,4.29
340,Alta Floresta,BR,2021-08-08 16:56:47,-9.8756,-56.0861,98.33,20,4,3.94
341,Yaan,NG,2021-08-08 17:00:43,7.3833,8.5667,74.61,86,100,9.06
342,Vila Velha,BR,2021-08-08 17:00:45,-20.3297,-40.2925,73.47,63,49,7.81
343,Kenitra,MA,2021-08-08 16:57:30,34.261,-6.5802,75.96,62,0,13.35
344,Tulagi,SB,2021-08-08 17:00:45,-9.0996,160.1476,80.62,76,99,8.97
345,Haines Junction,CA,2021-08-08 16:57:48,60.7522,-137.5108,53.55,87,100,3.44
346,Turbat,PK,2021-08-08 16:59:11,26.0023,63.044,87.98,60,0,6.46
347,Pemangkat,ID,2021-08-08 17:00:46,1.1667,108.9667,80.53,81,99,3.04
348,Quatre Cocos,MU,2021-08-08 17:00:47,-20.2078,57.7625,69.1,90,95,20.27
349,Puerto Baquerizo Moreno,EC,2021-08-08 17:00:47,-0.9,-89.6,70.68,77,37,17.02
350,Santa Rosa,PH,2021-08-08 16:58:13,14.3122,121.1114,82.38,87,92,5.03
351,Klaksvik,FO,2021-08-08 16:58:22,62.2266,-6.589,54.52,92,85,9.62
352,Luau,AO,2021-08-08 17:00:48,-10.7073,22.2247,76.42,16,81,0.6
353,Jalu,LY,2021-08-08 17:00:48,29.0331,21.5482,98.06,15,0,10.67
354,Te Anau,NZ,2021-08-08 17:00:49,-45.4167,167.7167,31.64,98,83,1.1
355,Progreso,MX,2021-08-08 17:00:49,21.2833,-89.6667,86.11,60,8,11.1
356,Mitsamiouli,KM,2021-08-08 17:00:49,-11.3847,43.2844,77.02,66,43,7.36
357,Xining,CN,2021-08-08 16:55:23,36.6167,101.7667,58.05,77,83,1.48
358,Ucluelet,CA,2021-08-08 17:00:50,48.9329,-125.5528,64.09,75,39,3.09
359,Catuday,PH,2021-08-08 17:00:50,16.2923,119.8062,80.28,83,100,13.44
360,Biak,ID,2021-08-08 17:00:51,-0.9131,122.8766,74.88,86,68,5.95
361,Gasa,PS,2021-08-08 16:58:13,31.5,34.4667,85.91,69,0,9.15
362,Tsevie,TG,2021-08-08 17:00:51,6.4261,1.2133,76.73,83,100,9.01
363,Volnoye,UA,2021-08-08 17:00:52,47.6365,34.8139,82.72,62,100,8.23
364,Atar,MR,2021-08-08 17:00:52,20.5169,-13.0499,101.55,22,4,11.23
365,Aksu,CN,2021-08-08 17:00:53,41.1231,80.2644,79.79,36,29,4.23
366,Acapulco,MX,2021-08-08 16:58:55,16.8634,-99.8901,85.68,63,97,5.39
367,Iskele,TR,2021-08-08 17:00:53,39.484,26.9278,87.82,40,0,11.43
368,Port Moresby,PG,2021-08-08 16:58:30,-9.4431,147.1797,76.42,83,40,11.5
369,Pangai,TO,2021-08-08 17:00:54,-19.8,-174.35,73.53,58,66,5.79
370,Avera,US,2021-08-08 17:00:54,33.194,-82.5271,91.71,47,13,2.44
371,Makakilo City,US,2021-08-08 16:56:43,21.3469,-158.0858,74.68,76,1,13.56
372,Salihorsk,BY,2021-08-08 17:00:55,52.7876,27.5415,73.47,62,56,6.24
373,Livingstone,ZM,2021-08-08 17:00:55,-17.8419,25.8543,67.19,30,0,5.55
374,Kahului,US,2021-08-08 16:58:57,20.8947,-156.47,71.96,88,8,9.44
375,Maua,BR,2021-08-08 17:00:56,-23.6678,-46.4614,76.35,41,6,3.8
376,Airai,TL,2021-08-08 17:00:57,-8.9266,125.4092,54.7,87,37,1.68
377,Wiwili,NI,2021-08-08 17:00:25,13.6268,-85.8254,84.04,61,89,5.93
378,Longyearbyen,SJ,2021-08-08 17:00:57,78.2186,15.6401,44.44,81,20,12.66
379,Nouadhibou,MR,2021-08-08 17:00:58,20.931,-17.0347,69.82,87,0,22.75
380,Matara,LK,2021-08-08 17:00:58,5.9485,80.5353,76.78,92,72,9.6
381,Mulege,MX,2021-08-08 17:00:59,26.8833,-111.9833,90.81,48,5,6.51
382,Touros,BR,2021-08-08 16:57:55,-5.1989,-35.4608,81.5,65,50,19.95
383,Zhelyabovka,UA,2021-08-08 17:01:00,45.3988,34.7578,68.9,91,100,7.76
384,Ponta Do Sol,PT,2021-08-08 16:58:27,32.6667,-17.1,75.83,75,64,2.77
385,Bulolo,PG,2021-08-08 17:01:00,-7.2,146.65,69.15,96,98,1.41
386,Cahors,FR,2021-08-08 17:01:01,44.4167,1.3333,72.9,58,84,2.68
387,Topolobampo,MX,2021-08-08 17:01:02,25.6,-109.05,89.11,62,97,8.59
388,Marrakesh,MA,2021-08-08 17:01:02,31.6315,-8.0083,91.47,31,0,6.91
389,Opuwo,NA,2021-08-08 17:01:02,-18.0607,13.84,73.83,13,5,7.11
390,Sola,VU,2021-08-08 17:01:03,-13.8833,167.55,75.69,87,100,15.55
391,Shenjiamen,CN,2021-08-08 17:01:03,29.9576,122.298,78.06,81,8,4.05
392,Ketchikan,US,2021-08-08 17:01:03,55.3422,-131.6461,61.34,77,59,0.92
393,Port-Gentil,GA,2021-08-08 16:57:56,-0.7193,8.7815,78.76,78,90,11.5
394,Grand Gaube,MU,2021-08-08 17:01:04,-20.0064,57.6608,69.39,89,88,3.0
395,Asau,RO,2021-08-08 17:01:04,46.4333,26.4,77.92,62,14,0.51
396,Manakara,MG,2021-08-08 17:01:05,-22.1333,48.0167,66.76,84,0,1.86
397,Kommunar,RU,2021-08-08 17:01:06,59.6206,30.39,71.13,88,99,4.61
398,Muisne,EC,2021-08-08 17:01:06,0.6,-80.0333,77.72,77,95,11.48
399,Ayni,TJ,2021-08-08 17:01:07,39.3941,68.5377,74.82,38,4,3.62
400,Dauriya,RU,2021-08-08 17:01:07,49.9333,116.8667,61.95,84,96,4.88
401,Lempaala,FI,2021-08-08 17:01:08,61.3167,23.75,68.38,68,0,2.3
402,Veraval,IN,2021-08-08 17:01:08,20.9,70.3667,80.94,82,93,8.1
403,Palmer,US,2021-08-08 16:58:39,42.1584,-72.3287,84.27,65,100,3.22
404,Ribeira Grande,PT,2021-08-08 16:58:02,38.5167,-28.7,77.4,69,75,13.8
405,Montepuez,MZ,2021-08-08 17:01:09,-13.1256,38.9997,76.91,35,43,8.25
406,Bodden Town,KY,2021-08-08 17:01:09,19.2833,-81.25,89.98,74,14,8.01
407,Lagoa,PT,2021-08-08 17:01:10,39.05,-27.9833,71.82,84,73,17.9
408,Ishinomaki,JP,2021-08-08 17:01:10,38.4167,141.3,76.37,92,78,6.24
409,Pierre,US,2021-08-08 16:56:19,44.3683,-100.351,92.82,25,0,5.21
410,Lahij,YE,2021-08-08 17:01:11,13.1667,44.5833,96.3,30,87,12.55
411,Anantnag,IN,2021-08-08 17:01:11,33.7333,75.15,64.76,82,7,2.13
412,Semey,KZ,2021-08-08 17:01:12,50.4111,80.2275,68.22,68,40,2.24
413,Weihai,CN,2021-08-08 17:01:12,37.5017,122.1136,74.71,86,4,6.89
414,La Ronge,CA,2021-08-08 17:01:13,55.1001,-105.2842,58.26,85,86,13.29
415,Kstovo,RU,2021-08-08 17:01:13,56.1473,44.1979,83.59,46,69,7.61
416,Santiago De Chuco,PE,2021-08-08 17:01:14,-8.15,-78.1833,65.28,30,2,2.01
417,Cabo San Lucas,MX,2021-08-08 16:56:41,22.8909,-109.9124,91.06,68,100,4.0
418,Baghdad,IQ,2021-08-08 16:55:10,33.3406,44.4009,105.71,14,0,5.75
419,Port Blair,IN,2021-08-08 17:01:14,11.6667,92.75,82.45,83,88,10.42
420,Lashio,MM,2021-08-08 17:01:15,22.9333,97.75,69.84,99,100,1.12
421,Tigil,RU,2021-08-08 17:01:15,57.8,158.6667,43.41,88,43,3.38
422,Yuancheng,CN,2021-08-08 17:01:15,36.652,107.7896,72.46,63,88,1.59
423,Coquimbo,CL,2021-08-08 16:59:46,-29.9533,-71.3436,58.73,72,75,3.44
424,Evensk,RU,2021-08-08 17:01:16,61.95,159.2333,51.93,70,39,10.76
425,Yar-Sale,RU,2021-08-08 17:01:17,66.8333,70.8333,56.28,72,88,16.78
426,Humaita,BR,2021-08-08 17:01:17,-7.5061,-63.0208,100.92,20,5,3.18
427,Gushi,CN,2021-08-08 17:01:18,34.6425,109.5843,75.16,70,70,3.6
428,Woodward,US,2021-08-08 17:01:18,36.4337,-99.3904,88.83,64,1,12.66
429,Pachino,IT,2021-08-08 17:01:18,36.7186,15.0907,91.6,71,0,11.39
430,Loandjili,CG,2021-08-08 17:01:19,-4.7561,11.8578,73.87,76,59,7.38
431,Churapcha,RU,2021-08-08 17:01:19,62.0025,132.4325,52.99,52,4,6.17
432,Pevek,RU,2021-08-08 17:01:20,69.7008,170.3133,36.73,84,87,8.21
433,Barcelos,PT,2021-08-08 16:58:27,41.5388,-8.6151,79.29,56,20,11.63
434,Kharp,RU,2021-08-08 17:01:20,66.8014,65.8081,58.98,84,100,3.83
435,Kuusamo,FI,2021-08-08 17:01:21,65.9667,29.1833,59.04,67,90,14.97
436,Vostok,RU,2021-08-08 17:01:22,46.4856,135.8833,51.51,94,94,4.45
437,Springbok,ZA,2021-08-08 17:01:22,-29.6643,17.8865,47.71,84,80,14.61
438,Odweyne,SO,2021-08-08 17:01:23,9.4092,45.064,79.21,48,51,8.08
439,Laurel,US,2021-08-08 17:00:54,39.0993,-76.8483,89.62,56,1,1.01
440,Charlestown,AU,2021-08-08 17:01:24,-32.95,151.6667,59.74,78,100,4.0
441,Beringovskiy,RU,2021-08-08 17:01:24,63.05,179.3167,43.61,89,100,23.42
442,Paamiut,GL,2021-08-08 17:01:25,61.994,-49.6678,43.65,85,88,8.48
443,Baffa,PK,2021-08-08 17:01:25,34.4378,73.2194,75.06,73,24,5.61
444,Burnie,AU,2021-08-08 17:00:31,-41.0667,145.9167,47.91,88,95,3.47
445,Broome,US,2021-08-08 17:01:26,42.2506,-75.833,84.7,61,44,1.99
446,Mogadishu,SO,2021-08-08 17:01:26,2.0371,45.3438,76.66,87,31,20.78
447,Conde,BR,2021-08-08 17:01:27,-7.2597,-34.9075,79.5,64,62,17.38
448,Olafsvik,IS,2021-08-08 17:01:27,64.8945,-23.7142,57.76,78,100,6.96
449,Mekhe,SN,2021-08-08 17:01:28,15.1097,-16.6218,86.56,59,47,14.41
450,Limbe,CM,2021-08-08 17:01:28,4.0242,9.2149,73.44,94,94,9.57
451,Ahuimanu,US,2021-08-08 17:01:28,21.4447,-157.8378,75.85,74,9,14.41
452,Sungurlu,TR,2021-08-08 17:01:29,40.1675,34.3739,71.26,67,58,9.55
453,Didao,CN,2021-08-08 17:01:29,45.3667,130.8,51.13,97,6,3.89
454,Campestre,BR,2021-08-08 17:01:30,-21.7111,-46.2464,68.36,40,37,7.87
455,Awash,ET,2021-08-08 17:01:31,8.9833,40.1667,78.48,57,47,7.74
456,Prince Rupert,CA,2021-08-08 17:00:12,54.3161,-130.3201,59.47,85,48,3.2
457,Fort Abbas,PK,2021-08-08 17:01:31,29.1925,72.8536,102.65,28,6,5.82
458,Sorland,NO,2021-08-08 16:57:32,67.667,12.6934,71.67,71,98,15.68
459,Los Llanos De Aridane,ES,2021-08-08 17:01:32,28.6585,-17.9182,71.35,91,75,5.75
460,Aflao,TG,2021-08-08 17:01:32,6.116,1.1914,77.83,81,95,15.39
461,Lichinga,MZ,2021-08-08 17:01:32,-13.3128,35.2406,59.9,59,19,2.73
462,Bennettsville,US,2021-08-08 17:01:33,34.6174,-79.6848,89.96,63,40,0.0
463,Chara,RU,2021-08-08 17:01:33,56.9064,118.2631,59.86,83,80,3.02
464,Xiongzhou,CN,2021-08-08 17:01:34,25.1167,114.3,79.48,91,83,2.42
465,Ambanja,MG,2021-08-08 17:01:34,-13.6833,48.45,72.14,84,81,1.07
466,Ulladulla,AU,2021-08-08 17:01:34,-35.35,150.4667,46.09,68,93,3.83
467,Zabaykalsk,RU,2021-08-08 17:01:35,49.6333,117.3167,64.24,72,84,3.15
468,Westport,US,2021-08-08 17:01:07,41.1415,-73.3579,80.06,85,98,1.01
469,Fenoarivo Atsinanana,MG,2021-08-08 17:01:35,-17.3667,49.4167,68.31,83,1,1.23
470,Sembe,CG,2021-08-08 17:01:36,1.6481,14.5806,73.15,95,82,2.48
471,Bonavista,CA,2021-08-08 17:01:36,48.6499,-53.1147,72.12,95,99,21.0
472,Vao,NC,2021-08-08 17:01:37,-22.6667,167.4833,67.5,59,56,18.77
473,Kasama,ZM,2021-08-08 17:01:37,-10.2129,31.1808,64.9,35,0,5.7
474,Gizo,SB,2021-08-08 17:01:37,-8.103,156.8419,80.26,74,66,5.3
475,Teguldet,RU,2021-08-08 17:01:38,57.3064,88.1667,65.52,80,100,2.13
476,Tawang,IN,2021-08-08 17:01:38,27.5833,91.8667,58.95,99,100,2.1
477,Kabinda,CD,2021-08-08 17:01:39,-6.1333,24.4833,78.46,20,83,3.76
478,Khuzdar,PK,2021-08-08 17:01:39,27.7384,66.6434,89.26,30,2,6.64
479,Awbari,LY,2021-08-08 17:01:39,26.5921,12.7805,105.46,6,0,8.46
480,Vilcun,CL,2021-08-08 17:01:40,-38.65,-72.2333,48.04,58,84,2.37
481,Broken Hill,AU,2021-08-08 16:58:26,-31.95,141.4333,44.31,70,0,10.36
482,Verkhoturye,RU,2021-08-08 17:01:40,58.8627,60.8054,61.03,96,25,5.32
483,Sorong,ID,2021-08-08 17:01:40,-0.8833,131.25,77.83,87,100,4.65
484,Orocue,CO,2021-08-08 17:00:21,4.7912,-71.3354,90.32,55,80,2.8
485,Snasa,NO,2021-08-08 17:01:41,64.2457,12.3778,69.21,76,100,8.46
486,Kolondieba,ML,2021-08-08 17:01:41,11.0882,-6.8926,83.86,66,89,4.45
487,Kuliyapitiya,LK,2021-08-08 17:01:42,7.4688,80.0401,80.28,95,100,5.32
488,Betafo,MG,2021-08-08 17:01:42,-19.8333,46.85,55.15,59,4,5.1
489,Vespasiano,BR,2021-08-08 17:01:43,-19.6919,-43.9233,69.91,49,80,7.43
490,Sao Felix Do Xingu,BR,2021-08-08 17:01:43,-6.6447,-51.995,97.99,22,19,3.51
491,Machilipatnam,IN,2021-08-08 17:01:43,16.1667,81.1333,84.4,73,76,8.59
492,Sur,OM,2021-08-08 16:58:04,22.5667,59.5289,90.45,56,0,9.57
493,Puerto Leguizamo,CO,2021-08-08 17:00:21,-0.1934,-74.7819,93.02,43,60,1.3
494,Villa Carlos Paz,AR,2021-08-08 17:01:44,-31.4241,-64.4978,64.06,45,0,13.0
495,Nanakuli,US,2021-08-08 17:01:45,21.3906,-158.1547,76.1,68,2,11.7
496,Verkhoyansk,RU,2021-08-08 17:01:45,67.5447,133.385,62.62,52,4,2.57
497,Manoel Urbano,BR,2021-08-08 17:01:45,-8.8389,-69.2597,98.02,24,3,1.07
498,Angoche,MZ,2021-08-08 17:01:46,-16.2325,39.9086,72.59,65,11,10.11
499,Chizhou,CN,2021-08-08 17:01:46,30.6578,117.4831,78.28,81,100,5.21
500,Port Hedland,AU,2021-08-08 16:58:17,-20.3167,118.5667,59.05,82,3,6.91
501,Icod De Los Vinos,ES,2021-08-08 17:01:47,28.3724,-16.7119,78.46,78,16,8.21
502,San Quintin,MX,2021-08-08 17:01:47,30.4833,-115.95,72.16,68,13,8.72
503,Mackay,AU,2021-08-08 16:58:01,-21.15,149.2,63.05,88,75,8.05
504,Stege,DK,2021-08-08 17:01:47,54.987,12.2846,66.6,81,71,20.31
505,Komsomolskiy,UZ,2021-08-08 17:01:48,40.4272,71.7189,81.82,19,0,8.81
506,Qasigiannguit,GL,2021-08-08 17:01:48,68.8193,-51.1922,44.85,97,100,10.36
507,Klyuchi,RU,2021-08-08 17:01:49,52.2667,79.1667,67.64,69,99,6.91
508,Arlit,NE,2021-08-08 16:58:15,18.7369,7.3853,104.85,16,73,3.15
509,Kununurra,AU,2021-08-08 17:01:49,-15.7667,128.7333,53.58,71,3,1.14
510,Vila Franca Do Campo,PT,2021-08-08 17:01:50,37.7167,-25.4333,72.01,72,47,8.97
511,Sekoma,BW,2021-08-08 17:01:50,-24.4,23.8833,66.88,19,0,7.31
512,Mokrousovo,RU,2021-08-08 17:01:51,55.8103,66.7653,60.96,86,95,6.62
513,Guerrero Negro,MX,2021-08-08 16:59:26,27.9769,-114.0611,75.88,66,6,9.98
514,Alofi,NU,2021-08-08 17:00:42,-19.0595,-169.9187,74.44,77,99,14.52
515,Chernoyerkovskaya,RU,2021-08-08 17:01:51,45.4331,37.7686,77.5,78,96,10.31
516,Chapais,CA,2021-08-08 17:01:52,49.7834,-74.8492,71.6,30,41,7.07
517,Cobija,BO,2021-08-08 17:01:53,-11.0267,-68.7692,96.35,24,5,3.67
518,Wanning,CN,2021-08-08 17:01:54,18.8003,110.3967,82.53,86,99,10.74
519,Alyangula,AU,2021-08-08 17:01:54,-13.8483,136.4192,69.12,84,0,8.7
520,Nabire,ID,2021-08-08 17:01:55,-3.3667,135.4833,74.79,93,100,4.05
521,Hailey,US,2021-08-08 17:01:55,43.5196,-114.3153,64.26,52,1,0.0
522,Cukai,MY,2021-08-08 17:01:55,4.25,103.4167,79.39,87,79,3.27
523,Juba,SS,2021-08-08 16:58:42,4.8517,31.5825,72.54,88,88,2.51
524,Ndele,CF,2021-08-08 17:01:56,8.4109,20.6473,71.69,94,50,3.11
525,Meulaboh,ID,2021-08-08 17:01:56,4.1363,96.1285,79.77,86,100,8.52
526,Hofn,IS,2021-08-08 16:55:41,64.2539,-15.2082,64.42,59,20,5.75
527,Carutapera,BR,2021-08-08 16:58:21,-1.195,-46.02,82.94,73,18,8.23
528,Nador,MA,2021-08-08 17:00:07,35.174,-2.9287,82.65,36,0,9.22
529,Stromness,GB,2021-08-08 17:01:57,58.965,-3.296,61.05,92,93,12.73
530,Mecca,SA,2021-08-08 16:57:07,21.4267,39.8261,95.72,29,1,11.39
531,Lillooet,CA,2021-08-08 17:01:57,50.6856,-121.942,61.52,72,97,3.04
532,Lavrentiya,RU,2021-08-08 17:01:58,65.5833,-171.0,42.37,88,100,14.29
533,Delta Del Tigre,UY,2021-08-08 17:01:59,-34.7633,-56.3853,56.19,79,95,8.01
534,Arica,CL,2021-08-08 16:59:46,-18.475,-70.3042,61.03,67,90,6.91
535,Tual,ID,2021-08-08 17:01:59,-5.6667,132.75,79.84,81,100,18.57
536,Kisangani,CD,2021-08-08 17:01:59,0.5167,25.2,77.65,61,72,2.75
537,Kashin,RU,2021-08-08 17:02:00,57.3592,37.6081,68.83,82,45,6.22
538,Itoman,JP,2021-08-08 17:02:00,26.1247,127.6694,80.98,94,40,13.8
539,Takoradi,GH,2021-08-08 17:02:01,4.8845,-1.7554,79.68,74,82,13.35
540,Kabale,UG,2021-08-08 17:02:01,-1.2486,29.9899,65.25,55,62,1.79
541,Benghazi,LY,2021-08-08 17:02:02,32.1167,20.0667,84.54,61,0,22.53
542,Nanortalik,GL,2021-08-08 17:02:02,60.1432,-45.2371,44.38,85,39,12.73
543,Vilhena,BR,2021-08-08 17:02:03,-12.7406,-60.1458,91.47,22,8,5.66
544,Wellington,NZ,2021-08-08 16:58:06,-41.2866,174.7756,46.06,73,75,5.99
545,Helong,CN,2021-08-08 17:02:03,42.5397,128.9972,63.14,96,100,1.45
546,Harper,LR,2021-08-08 17:00:57,4.375,-7.7169,79.45,75,86,11.5
547,Svarstad,NO,2021-08-08 17:02:04,59.399,9.9698,67.71,33,94,5.06
548,Bilibino,RU,2021-08-08 17:02:05,68.0546,166.4372,43.83,58,77,3.78
549,Mozarlandia,BR,2021-08-08 17:02:05,-14.7447,-50.5706,92.73,19,2,4.92
550,Erenhot,CN,2021-08-08 17:02:05,43.6475,111.9767,73.98,36,71,7.27
551,Port Keats,AU,2021-08-08 17:02:06,-14.25,129.55,65.17,31,0,6.55
552,Ukiah,US,2021-08-08 16:59:53,39.1502,-123.2078,88.38,30,0,2.68
553,Turayf,SA,2021-08-08 17:02:06,31.6725,38.6637,88.97,17,0,17.11
554,Fare,PF,2021-08-08 17:02:07,-16.7,-151.0167,78.66,75,33,11.7
555,Agartala,IN,2021-08-08 17:02:07,23.8364,91.275,80.62,100,40,0.0
556,Acarau,BR,2021-08-08 17:02:07,-2.8856,-40.12,87.46,53,7,21.39
557,Bakchar,RU,2021-08-08 17:02:08,57.0186,82.0711,60.62,94,64,2.93
558,Aksay,RU,2021-08-08 17:02:08,47.26,39.87,85.84,50,96,8.99
559,Samana,DO,2021-08-08 17:02:08,19.2056,-69.3369,82.9,75,23,7.31
560,Villanueva De La Serena,ES,2021-08-08 17:02:09,38.9766,-5.7974,88.83,11,0,7.67
561,Van,TR,2021-08-08 17:00:13,38.4924,43.3831,76.84,36,91,1.83
562,Kadyy,RU,2021-08-08 17:02:09,57.787,43.1903,71.06,62,100,4.05
563,Fuerte Olimpo,PY,2021-08-08 17:02:09,-21.0415,-57.8738,97.43,18,1,11.95
564,Safaga,EG,2021-08-08 16:58:38,26.7292,33.9365,98.55,55,0,0.87
565,Tadine,NC,2021-08-08 17:02:10,-21.55,167.8833,65.62,69,71,13.02
566,Richards Bay,ZA,2021-08-08 17:02:10,-28.783,32.0377,67.71,71,1,12.12
567,Barinas,VE,2021-08-08 17:02:11,8.6226,-70.2075,84.24,79,94,6.91
568,Springfield,US,2021-08-08 17:00:06,37.2153,-93.2982,84.56,84,62,14.23
569,Capitan Bado,PY,2021-08-08 17:02:11,-23.2667,-55.5333,87.08,23,1,12.62
570,Laguna,US,2021-08-08 17:02:11,38.421,-121.4238,90.1,58,1,4.0
571,Bilma,NE,2021-08-08 16:58:26,18.6853,12.9164,102.06,20,74,8.12
572,Wewak,PG,2021-08-08 17:02:12,-3.5534,143.6268,78.04,86,85,7.87
573,Homa Bay,KE,2021-08-08 17:02:12,-0.5273,34.4571,72.14,65,93,3.47
574,Trincomalee,LK,2021-08-08 17:02:13,8.5711,81.2335,80.96,76,95,19.19
575,Hue,VN,2021-08-08 17:02:13,16.4667,107.6,91.51,55,20,4.61
576,La Macarena,CO,2021-08-08 17:02:13,2.1837,-73.7849,91.69,44,8,2.33
577,Najran,SA,2021-08-08 16:57:47,17.4924,44.1277,95.65,13,77,12.46
578,Saldanha,ZA,2021-08-08 16:58:08,-33.0117,17.9442,57.25,82,100,17.31
579,Teacapan,MX,2021-08-08 17:02:14,22.55,-105.75,87.35,63,45,1.41
580,Batemans Bay,AU,2021-08-08 17:02:15,-35.7167,150.1833,44.91,81,64,4.81
581,Along,IN,2021-08-08 17:02:15,28.1667,94.7667,77.2,99,92,0.92
582,Qingdao,CN,2021-08-08 17:02:15,36.0986,120.3719,77.4,76,0,6.49
583,Bam,IR,2021-08-08 17:02:16,29.106,58.357,93.36,11,43,13.09
584,Champerico,GT,2021-08-08 17:00:27,14.3,-91.9167,92.77,76,95,3.98
585,Beisfjord,NO,2021-08-08 17:02:16,68.3751,17.5988,71.65,60,64,8.01
586,Lacombe,CA,2021-08-08 17:02:06,52.4668,-113.7353,59.54,74,97,13.0
587,Gubbi,IN,2021-08-08 17:02:17,13.3106,76.9444,74.86,79,73,7.85
588,Datong,CN,2021-08-08 17:02:17,40.0936,113.2914,63.68,84,41,4.47
589,Kavaratti,IN,2021-08-08 17:02:18,10.5669,72.642,80.94,81,100,17.96
590,Kiruna,SE,2021-08-08 17:02:18,67.8557,20.2251,58.12,77,90,14.97
591,Maragogi,BR,2021-08-08 16:58:01,-9.0122,-35.2225,76.73,74,55,11.74
592,Udachnyy,RU,2021-08-08 17:02:18,66.4167,112.4,50.4,88,29,3.47
593,Khani,GE,2021-08-08 17:02:19,41.9563,42.9566,67.57,86,80,4.14
594,Dutlwe,BW,2021-08-08 17:02:19,-23.9833,23.9,66.31,20,0,6.87
